Name（当前作者）,Value（该作者引用过的作者及引用次数）
BULETINUL STIINTIFIC,{'CN Chuah': 1}
Chaitanya Bapat,"{'Parvinder Sandhu': 2, 'Chander Kant': 2, 'Rajender Nath': 2, 'Mamta Juneja': 2}"
Shivani Inamdar,"{'Parvinder Sandhu': 2, 'Chander Kant': 2, 'Rajender Nath': 2, 'Mamta Juneja': 2}"
Ganesh Baleri,"{'Parvinder Sandhu': 2, 'Chander Kant': 2, 'Rajender Nath': 2, 'Mamta Juneja': 2}"
Redmond WA,"{'JD Ullman': 1, 'Quantum Information': 1, 'AO Mendelzon': 1, 'RS Barbosa': 1, 'HF Korth': 1, 'MQC Nielsen': 1, 'GM Kuper': 1, 'JM Estebaranz': 1}"
ANTONIO BUCCIARELLI,"{'By Lemma': 1, 'Characterizing Solvability': 1, 'JW Klop': 1, 'SubstitutionAntiSubstitution Lemma': 1}"
DELIA KESNER,"{'By Lemma': 1, 'Characterizing Solvability': 1, 'JW Klop': 1, 'SubstitutionAntiSubstitution Lemma': 1}"
Markus Bl?ser,"{'ACM Preprint': 1, 'Matthias Christandl': 1, 'Franck Butelle': 1}"
Kohei Kishida,{'By Proposition': 1}
Octavio Zapata,"{'Peter Heywood': 1, 'Stefan Milius': 1, 'Li Liu': 1, 'Ashley Montanaro': 1, 'RS Barbosa': 1, 'Richard Cleve': 1, 'Bob Coecke': 1, 'Dirk Pattinson': 1, 'VB Scholz': 1, 'JM Estebaranz': 1, 'Daniel Reitzner': 1, 'Tomas Feder': 1, 'Adam Brandenburger': 1, 'Anuj Dawar': 1, 'Albert Atserias': 1, 'Business Media': 1, 'Samson Abramsky': 1}"
AND TERMINATION,"{'Monad Maps': 1, 'For LTS': 1}"
TIZIANA CIMOLI,{'PM Denielou': 1}
HADRIAN ANDRADI,"{'JB Wright': 1, 'KH Hofmann': 1}"
ANTOINE MOTTET,"{'Andrei Krokhin': 1, 'Michael Kompatscher': 1}"
MIRIAM BACKENS,{'Simon Perdrix': 1}
Lester Beltran,{'Van Rijsbergen': 1}
Lyneth Beltran,{'Van Rijsbergen': 1}
DANIL ANNENKOV,"{'Soonho Kong': 1, 'DANIL ANNENKOV': 1, 'Technische Univer': 1, 'PAOLO CAPRIOTTI': 1}"
NICOLAI KRAUS,"{'Soonho Kong': 1, 'DANIL ANNENKOV': 1, 'Technische Univer': 1, 'PAOLO CAPRIOTTI': 1}"
CORECURSIVE ALGEBRAS,"{'Stefan Milius': 1, 'Alex Simpson': 1, 'Tarmo Uustalu': 1, 'Pierre America': 1, 'Neil Ghani': 1, 'Venanzio Capretta': 1, 'Peter Aczel': 1, 'Mahdieh Haddadi': 1, 'CORECURSIVE ALGEBRAS': 1, 'Reinhard Borger': 1, 'Horst Herrlich': 1}"
CORECURSIVE MONADS,"{'Stefan Milius': 1, 'Alex Simpson': 1, 'Tarmo Uustalu': 1, 'Pierre America': 1, 'Neil Ghani': 1, 'Venanzio Capretta': 1, 'Peter Aczel': 1, 'Mahdieh Haddadi': 1, 'CORECURSIVE ALGEBRAS': 1, 'Reinhard Borger': 1, 'Horst Herrlich': 1}"
LAURE DAVIAUD,"{'Lukasz Kaiser': 1, 'Dietrich Kuske': 1, 'Henryk Michalewski': 1, 'Pawel Parys': 1, 'Jiamou Liu': 1, 'Markus Lohrey': 1, 'Olivier Carton': 1, 'Achim Blumensath': 1}"
VINCENT PENELLE,"{'Lukasz Kaiser': 1, 'Dietrich Kuske': 1, 'Henryk Michalewski': 1, 'Pawel Parys': 1, 'Jiamou Liu': 1, 'Markus Lohrey': 1, 'Olivier Carton': 1, 'Achim Blumensath': 1}"
Tommaso Gagliardoni,"{'QINDCCA QUF': 1, 'UF AE': 1, 'QAE QINDCCA': 1, 'QAE QUF': 1, 'Part II': 1, 'AE AE': 1}"
Shreyas Badiger,"{'Brandon Heller': 2, 'Harshit Gupta': 2, 'Martin Arlitt': 2, 'Aakash Khochare': 2, 'Manish Marwah': 2, 'Prateeksha Varshney': 2, 'Bob Lantz': 2, 'Brian Grant': 2, 'Pushkara Ravindra': 2, 'Sumit Roy': 2, 'Anshu Shukla': 2, 'Minqi Zhou': 2, 'Cagatay Sonmez': 2, 'Dr Barker': 2, 'Rajiv Ranjan': 2, 'Rajrup Ghosh': 2, 'Atay Ozgovde': 2, 'Ling Gu': 2, 'Shilpa Chaturvedi': 2, 'Uchechukwu Awada': 2, 'Brendan Burns': 2, 'Rodolfo Milito': 2}"
Shrey Baheti,"{'Brandon Heller': 2, 'Harshit Gupta': 2, 'Martin Arlitt': 2, 'Aakash Khochare': 2, 'Manish Marwah': 2, 'Prateeksha Varshney': 2, 'Bob Lantz': 2, 'Brian Grant': 2, 'Pushkara Ravindra': 2, 'Sumit Roy': 2, 'Anshu Shukla': 2, 'Minqi Zhou': 2, 'Cagatay Sonmez': 2, 'Dr Barker': 2, 'Rajiv Ranjan': 2, 'Rajrup Ghosh': 2, 'Atay Ozgovde': 2, 'Ling Gu': 2, 'Shilpa Chaturvedi': 2, 'Uchechukwu Awada': 2, 'Brendan Burns': 2, 'Rodolfo Milito': 2}"
Yogesh Simmhan,"{'Brandon Heller': 2, 'Harshit Gupta': 2, 'Martin Arlitt': 2, 'Aakash Khochare': 2, 'Manish Marwah': 2, 'Prateeksha Varshney': 2, 'Bob Lantz': 2, 'Brian Grant': 2, 'Pushkara Ravindra': 2, 'Sumit Roy': 2, 'Anshu Shukla': 2, 'Minqi Zhou': 2, 'Cagatay Sonmez': 2, 'Dr Barker': 2, 'Rajiv Ranjan': 2, 'Rajrup Ghosh': 2, 'Atay Ozgovde': 2, 'Ling Gu': 2, 'Shilpa Chaturvedi': 2, 'Uchechukwu Awada': 2, 'Brendan Burns': 2, 'Rodolfo Milito': 2}"
John Baez,"{'Yuri Gurevich': 1, 'Alexei Kitaev': 1, 'Saunders Maclane': 1, 'Prakash Panangaden': 1, 'Andre Joyal': 1, 'Samuel Eilenberg': 1, 'Miguel Laplaza': 1, 'Andreas Blass': 1, 'Ross Street': 1, 'Zhenghan Wang': 1}"
Zhengfeng Ji,{'DAMG ARD': 1}
ACHIM BLUMENSATH,"{'Phokion Kolaitis': 1, 'HeinzDieter Ebbinghaus': 1, 'Jorg Flum': 1, 'Egon Borger': 1, 'Martin Otto': 1, 'Stavros Cosmadakis': 1, 'Valentin Goranko': 1, 'Stephan Kreutzer': 1, 'Universite Paris': 1, 'Harry Mairson': 1, 'Haim Gaifman': 1, 'Hainal Andreka': 1, 'Erich Gradel': 1, 'Paris Kanellakis': 1, 'Martin Grohe': 1, 'Anuj Dawar': 1, 'Gerd Hillebrand': 1, 'Colin Hirsch': 1, 'Jon Barwise': 1, 'Spanning Trees': 1, 'Thomas Colcombet': 1, 'David Janin': 1}"
MARTIN OTTO,"{'Phokion Kolaitis': 1, 'HeinzDieter Ebbinghaus': 1, 'Jorg Flum': 1, 'Egon Borger': 1, 'Martin Otto': 1, 'Stavros Cosmadakis': 1, 'Valentin Goranko': 1, 'Stephan Kreutzer': 1, 'Universite Paris': 1, 'Harry Mairson': 1, 'Haim Gaifman': 1, 'Hainal Andreka': 1, 'Erich Gradel': 1, 'Paris Kanellakis': 1, 'Martin Grohe': 1, 'Anuj Dawar': 1, 'Gerd Hillebrand': 1, 'Colin Hirsch': 1, 'Jon Barwise': 1, 'Spanning Trees': 1, 'Thomas Colcombet': 1, 'David Janin': 1}"
Youssef Baddi,"{'Kluwer Academic': 1, 'TopologyBased Algorithm': 1, 'Status EXPERIMENTAL': 1, 'Experience RFC': 1, 'YC Bang': 1, 'PR Sheu': 1, 'LITERATURE REVIEW': 1, 'IP Multicast': 1, 'DVVNSRPM ALGORITHM': 1}"
